|  #  | Process Id |  Status  |
|  29 |       8571 |  Arrived |
|  29 |        844 |   Exited |
|  30 |         96 |  Arrived |
|  30 |        107 |  Arrived |
|  30 |        335 |  Arrived |
|  30 |        399 |  Arrived |
|  30 |        462 |  Arrived |
|  30 |       2773 |  Arrived |
|  30 |       8564 |  Arrived |
|  30 |       8612 |  Arrived |
|  30 |        100 |  Running |
|  31 |         31 |  Arrived |
|  31 |         68 |  Arrived |
|  31 |        262 |  Arrived |
|  31 |        264 |  Arrived |
|  31 |        841 |  Arrived |
|  31 |       1347 |  Arrived |
|  31 |       3274 |  Arrived |
|  31 |       3504 |  Arrived |
|  31 |        100 |   Exited |
|  32 |        214 |  Arrived |
|  32 |        366 |  Arrived |
|  32 |       1069 |  Arrived |
|  32 |       6223 |  Arrived |
|  32 |         31 |  Running |
|  33 |        137 |  Arrived |
|  33 |        272 |  Arrived |
|  33 |        346 |  Arrived |
|  33 |       1121 |  Arrived |
|  33 |       1759 |  Arrived |
|  33 |       2342 |  Arrived |
|  33 |         31 |   Exited |
|  34 |        117 |  Arrived |
|  34 |        293 |  Arrived |
|  34 |       1128 |  Arrived |
|  34 |       9099 |  Arrived |
|  34 |        107 |  Running |
|  35 |        148 |  Arrived |
|  35 |        187 |  Arrived |
|  35 |        692 |  Arrived |
|  35 |        107 |   Exited |
|  36 |         39 |  Arrived |
|  36 |         44 |  Arrived |
|  36 |         61 |  Arrived |
|  36 |        560 |  Arrived |
|  36 |       1836 |  Arrived |
|  36 |       6551 |  Arrived |
|  36 |        264 |  Running |
|  37 |        171 |  Arrived |
|  37 |        249 |  Arrived |
|  37 |        265 |  Arrived |
|  37 |        320 |  Arrived |
|  37 |        570 |  Arrived |
|  37 |       1870 |  Arrived |
|  37 |       2448 |  Arrived |
|  37 |       6193 |  Arrived |
|  37 |        264 |   Exited |
|  38 |        207 |  Arrived |
|  38 |        358 |  Arrived |
|  38 |        604 |  Arrived |
|  38 |        635 |  Arrived |
|  38 |        887 |  Arrived |
|  38 |       3038 |  Arrived |
|  38 |       4071 |  Arrived |
|  38 |        462 |  Running |
|  39 |        101 |  Arrived |
|  39 |        103 |  Arrived |
|  39 |        180 |  Arrived |
|  39 |        631 |  Arrived |
|  39 |        787 |  Arrived |
|  39 |       1527 |  Arrived |
|  39 |       1577 |  Arrived |
|  39 |       2016 |  Arrived |
|  39 |        462 |   Exited |
|  40 |         47 |  Arrived |
|  40 |         49 |  Arrived |
|  40 |         70 |  Arrived |
|  40 |         88 |  Arrived |
|  40 |         47 |  Running |
|  41 |         94 |  Arrived |
|  41 |        110 |  Arrived |
|  41 |        552 |  Arrived |
|  41 |         47 |   Exited |
|  42 |         43 |  Arrived |
|  42 |         80 |  Arrived |
|  42 |        114 |  Arrived |
|  42 |        404 |  Arrived |
|  42 |        949 |  Arrived |
|  42 |       2509 |  Arrived |
|  42 |       4976 |  Arrived |
|  42 |       7535 |  Arrived |
|  42 |         49 |  Running |
|  43 |         52 |  Arrived |
|  43 |        134 |  Arrived |
|  43 |        189 |  Arrived |
|  43 |        200 |  Arrived |
|  43 |        402 |  Arrived |
|  43 |        506 |  Arrived |
|  43 |       1571 |  Arrived |
|  43 |       2612 |  Arrived |
|  43 |       6021 |  Arrived |
|  43 |         49 |   Exited |
|  44 |         48 |  Arrived |
|  44 |        184 |  Arrived |
|  44 |        476 |  Arrived |
|  44 |       1880 |  Arrived |
|  44 |       2247 |  Arrived |
|  44 |         88 |  Running |
|  45 |         45 |  Arrived |
|  45 |         50 |  Arrived |
|  45 |        130 |  Arrived |
|  45 |        271 |  Arrived |
|  45 |        440 |  Arrived |
|  45 |        942 |  Arrived |
|  45 |       2638 |  Arrived |
|  45 |       3657 |  Arrived |
|  45 |       4921 |  Arrived |
|  45 |       6580 |  Arrived |
|  45 |         88 |   Exited |
|  46 |        471 |  Arrived |
|  46 |        588 |  Arrived |
|  46 |        707 |  Arrived |
|  46 |       3269 |  Arrived |
|  46 |        404 |  Running |
|  47 |       2576 |  Arrived |
|  47 |        404 |   Exited |
|  48 |        111 |  Arrived |
|  48 |        387 |  Arrived |
|  48 |       2268 |  Arrived |
|  48 |       2802 |  Arrived |
|  48 |        476 |  Running |
|  49 |         76 |  Arrived |
|  49 |         99 |  Arrived |
|  49 |        129 |  Arrived |
|  49 |        143 |  Arrived |
|  49 |        813 |  Arrived |
|  49 |       6353 |  Arrived |
|  49 |       8261 |  Arrived |
|  49 |        476 |   Exited |
|  50 |         64 |  Arrived |
|  50 |         84 |  Arrived |
|  50 |       1218 |  Arrived |
|  50 |        692 |  Running |
|  51 |        127 |  Arrived |
|  51 |        225 |  Arrived |
|  51 |        296 |  Arrived |
|  51 |        362 |  Arrived |
|  51 |        534 |  Arrived |
|  51 |       1742 |  Arrived |
|  51 |        692 |   Exited |
|  52 |         83 |  Arrived |
|  52 |         91 |  Arrived |
|  52 |        363 |  Arrived |
|  52 |        656 |  Arrived |
|  52 |        851 |  Running |
|  53 |         57 |  Arrived |
|  53 |         82 |  Arrived |
|  53 |        767 |  Arrived |
|  53 |       1070 |  Arrived |
|  53 |       1840 |  Arrived |
|  53 |       2847 |  Arrived |
|  53 |       3303 |  Arrived |
|  53 |       4282 |  Arrived |
|  53 |        851 |   Exited |
|  54 |         95 |  Arrived |
|  54 |        456 |  Arrived |
|  54 |       2312 |  Arrived |
|  54 |       9328 |  Arrived |
|  54 |       1139 |  Running |
|  55 |         65 |  Arrived |
|  55 |        196 |  Arrived |
|  55 |        257 |  Arrived |
|  55 |        269 |  Arrived |
|  55 |       1400 |  Arrived |
|  55 |       4201 |  Arrived |
|  55 |       4886 |  Arrived |
|  55 |       5664 |  Arrived |
|  55 |       1139 |   Exited |
|  56 |        164 |  Arrived |
|  56 |        228 |  Arrived |
|  56 |       3236 |  Arrived |
|  56 |       1218 |  Running |
|  57 |       1374 |  Arrived |
|  57 |       2616 |  Arrived |
|  57 |       1218 |   Exited |
|  58 |        721 |  Arrived |
|  58 |       3152 |  Arrived |
|  58 |       1460 |  Running |
|  59 |         74 |  Arrived |
|  59 |         75 |  Arrived |
|  59 |        106 |  Arrived |
|  59 |       1236 |  Arrived |
|  59 |       3197 |  Arrived |
|  59 |       3508 |  Arrived |
|  59 |       4394 |  Arrived |
|  59 |       9220 |  Arrived |
|  59 |       1460 |   Exited |
|  60 |        115 |  Arrived |
|  60 |        969 |  Arrived |
|  60 |       1518 |  Arrived |
|  60 |       6276 |  Arrived |
|  60 |         74 |  Running |
|  61 |         73 |  Arrived |
|  61 |         86 |  Arrived |
|  61 |        194 |  Arrived |
|  61 |        258 |  Arrived |
|  61 |       2478 |  Arrived |
|  61 |       2832 |  Arrived |
|  61 |       9119 |  Arrived |
|  61 |         74 |   Exited |
|  62 |         92 |  Arrived |
|  62 |        125 |  Arrived |
|  62 |        195 |  Arrived |
|  62 |       1027 |  Arrived |
|  62 |       3233 |  Arrived |
|  62 |       4456 |  Arrived |
|  62 |        106 |  Running |
|  63 |         71 |  Arrived |
|  63 |        403 |  Arrived |
|  63 |        816 |  Arrived |
|  63 |        106 |   Exited |
|  64 |        118 |  Arrived |
|  64 |        119 |  Arrived |
|  64 |       7446 |  Arrived |
|  64 |       7907 |  Arrived |
|  64 |       1760 |  Running |
|  65 |        145 |  Arrived |
|  65 |        581 |  Arrived |
|  65 |       2191 |  Arrived |
|  65 |       2940 |  Arrived |
|  65 |       8305 |  Arrived |
|  65 |       9443 |  Arrived |
|  65 |       1760 |   Exited |
|  66 |       1491 |  Arrived |
|  66 |       5090 |  Arrived |
|  66 |       2448 |  Running |
|  67 |        359 |  Arrived |
|  67 |        526 |  Arrived |
|  67 |       2448 |   Exited |
|  68 |       2363 |  Arrived |
|  68 |       2935 |  Arrived |
|  68 |       2993 |  Arrived |
|  68 |        359 |  Running |
|  69 |        120 |  Arrived |
|  69 |        211 |  Arrived |
|  69 |        279 |  Arrived |
|  69 |       2142 |  Arrived |
|  69 |       6990 |  Arrived |
|  69 |       7671 |  Arrived |
|  69 |        359 |   Exited |
|  70 |        193 |  Arrived |
|  70 |        306 |  Arrived |
|  70 |        353 |  Arrived |
|  70 |       1328 |  Arrived |
|  70 |       6038 |  Arrived |
|  70 |       8096 |  Arrived |
|  70 |       9134 |  Arrived |
|  70 |       9152 |  Arrived |
|  70 |       1328 |  Running |
|  71 |       5832 |  Arrived |
|  71 |       6820 |  Arrived |
|  71 |       1328 |   Exited |
|  72 |         89 |  Arrived |
|  72 |        156 |  Arrived |
|  72 |        243 |  Arrived |
|  72 |        391 |  Arrived |
|  72 |        479 |  Arrived |
|  72 |       1545 |  Arrived |
|  72 |       3844 |  Arrived |
|  72 |       8698 |  Arrived |
|  72 |       2576 |  Running |
|  73 |        174 |  Arrived |
|  73 |        445 |  Arrived |
|  73 |       1125 |  Arrived |
|  73 |       1253 |  Arrived |
|  73 |       2576 |   Exited |
|  74 |        140 |  Arrived |
|  74 |        290 |  Arrived |
|  74 |        317 |  Arrived |
|  74 |        483 |  Arrived |
|  74 |        759 |  Arrived |
|  74 |        819 |  Arrived |
|  74 |       3145 |  Running |
|  75 |         81 |  Arrived |
|  75 |        609 |  Arrived |
|  75 |        757 |  Arrived |
|  75 |       1204 |  Arrived |
|  75 |       2923 |  Arrived |
|  75 |       3334 |  Arrived |
|  75 |       7227 |  Arrived |
|  75 |       3145 |   Exited |
|  76 |        109 |  Arrived |
|  76 |        481 |  Arrived |
|  76 |        966 |  Arrived |
|  76 |       1419 |  Arrived |
|  76 |       4344 |  Arrived |
|  76 |       6506 |  Arrived |
|  76 |        757 |  Running |
|  77 |        124 |  Arrived |
|  77 |        212 |  Arrived |
|  77 |        250 |  Arrived |
|  77 |        657 |  Arrived |
|  77 |       1689 |  Arrived |
|  77 |       3327 |  Arrived |
|  77 |        757 |   Exited |
|  78 |        116 |  Arrived |
|  78 |        203 |  Arrived |
|  78 |        948 |  Arrived |
|  78 |       1117 |  Arrived |
|  78 |        203 |  Running |
|  79 |        128 |  Arrived |
|  79 |        343 |  Arrived |
|  79 |       4535 |  Arrived |
|  79 |       9777 |  Arrived |
|  79 |        203 |   Exited |
|  80 |        131 |  Arrived |
|  80 |        144 |  Arrived |
|  80 |        377 |  Arrived |
|  80 |       2792 |  Arrived |
|  80 |        966 |  Running |
|  81 |         93 |  Arrived |
|  81 |         98 |  Arrived |
|  81 |        467 |  Arrived |
|  81 |        597 |  Arrived |
|  81 |       7420 |  Arrived |
|  81 |        966 |   Exited |
|  82 |        139 |  Arrived |
|  82 |        286 |  Arrived |
|  82 |       1204 |  Running |
|  83 |        173 |  Arrived |
|  83 |        177 |  Arrived |
|  83 |        245 |  Arrived |
|  83 |        307 |  Arrived |
|  83 |       1243 |  Arrived |
|  83 |       4026 |  Arrived |
|  83 |       5217 |  Arrived |
|  83 |       6661 |  Arrived |
|  83 |       1204 |   Exited |
|  84 |       1200 |  Arrived |
|  84 |       1365 |  Arrived |
|  84 |       2687 |  Arrived |
|  84 |       7956 |  Arrived |
|  84 |        177 |  Running |
|  85 |       1442 |  Arrived |
|  85 |       3102 |  Arrived |
|  85 |       3449 |  Arrived |
|  85 |       4013 |  Arrived |
|  85 |        177 |   Exited |
|  86 |        146 |  Arrived |
|  86 |       3287 |  Arrived |
|  86 |       1365 |  Running |
|  87 |         87 |  Arrived |
|  87 |        104 |  Arrived |
|  87 |       3409 |  Arrived |
|  87 |       1365 |   Exited |
|  88 |        135 |  Arrived |
|  88 |       4474 |  Arrived |
|  88 |       9991 |  Arrived |
|  88 |       6021 |  Running |
|  89 |        437 |  Arrived |
|  89 |       1002 |  Arrived |
|  89 |       1133 |  Arrived |
|  89 |       1530 |  Arrived |
|  89 |       2051 |  Arrived |
|  89 |       2318 |  Arrived |
|  89 |       3208 |  Arrived |
|  89 |       6021 |   Exited |
|  90 |        737 |  Arrived |
|  90 |       1444 |  Arrived |
|  90 |       1444 |  Running |
|  91 |       1103 |  Arrived |
|  91 |       3379 |  Arrived |
|  91 |       1444 |   Exited |
|  92 |        121 |  Arrived |
|  92 |        123 |  Arrived |
|  92 |        162 |  Arrived |
|  92 |        302 |  Arrived |
|  92 |        834 |  Arrived |
|  92 |       2945 |  Arrived |
|  92 |        834 |  Running |
|  93 |        253 |  Arrived |
|  93 |        672 |  Arrived |
|  93 |       1004 |  Arrived |
|  93 |       2998 |  Arrived |
|  93 |       5132 |  Arrived |
|  93 |        834 |   Exited |
|  94 |        300 |  Arrived |
|  94 |        559 |  Arrived |
|  94 |        752 |  Arrived |
|  94 |       1910 |  Arrived |
|  94 |       2011 |  Arrived |
|  94 |       2032 |  Arrived |
|  94 |        300 |  Running |
|  95 |        918 |  Arrived |
|  95 |       1270 |  Arrived |
|  95 |       3338 |  Arrived |
|  95 |        300 |   Exited |
|  96 |        227 |  Arrived |
|  96 |        278 |  Arrived |
|  96 |       2238 |  Arrived |
|  96 |        227 |  Running |
|  97 |        113 |  Arrived |
|  97 |        375 |  Arrived |
|  97 |        565 |  Arrived |
|  97 |       1048 |  Arrived |
|  97 |       1997 |  Arrived |
|  97 |       2240 |  Arrived |
|  97 |       3566 |  Arrived |
|  97 |        227 |   Exited |
|  98 |        219 |  Arrived |
|  98 |        360 |  Arrived |
|  98 |        755 |  Arrived |
|  98 |       1140 |  Arrived |
|  98 |        360 |  Running |
|  99 |        222 |  Arrived |
|  99 |        395 |  Arrived |
|  99 |        608 |  Arrived |
|  99 |       3640 |  Arrived |
|  99 |        360 |   Exited |
| 100 |        315 |  Arrived |
| 100 |        417 |  Arrived |
| 100 |        422 |  Arrived |
| 100 |       1090 |  Arrived |
| 100 |       4242 |  Arrived |
| 100 |       9494 |  Arrived |
| 100 |        375 |  Running |
| 101 |        133 |  Arrived |
| 101 |        241 |  Arrived |
| 101 |        282 |  Arrived |
| 101 |       1707 |  Arrived |
| 101 |       1765 |  Arrived |
| 101 |       2012 |  Arrived |
| 101 |       3043 |  Arrived |
| 101 |       6974 |  Arrived |
| 101 |       7706 |  Arrived |
| 101 |        375 |   Exited |
| 102 |        108 |  Arrived |
| 102 |        238 |  Arrived |
| 102 |        270 |  Arrived |
| 102 |        310 |  Arrived |
| 102 |        321 |  Arrived |
| 102 |        356 |  Arrived |
| 102 |       1076 |  Arrived |
| 102 |       7189 |  Arrived |
| 102 |        108 |  Running |
| 103 |        160 |  Arrived |
| 103 |        432 |  Arrived |
| 103 |        704 |  Arrived |
| 103 |       1467 |  Arrived |
| 103 |       1539 |  Arrived |
| 103 |       1736 |  Arrived |
| 103 |       9148 |  Arrived |
| 103 |        108 |   Exited |
| 104 |        166 |  Arrived |
| 104 |        244 |  Arrived |
| 104 |        512 |  Arrived |
| 104 |        422 |  Running |
| 105 |        170 |  Arrived |
| 105 |        596 |  Arrived |
| 105 |       1696 |  Arrived |
| 105 |       2376 |  Arrived |
| 105 |       5102 |  Arrived |
| 105 |        422 |   Exited |
| 106 |        126 |  Arrived |
| 106 |        550 |  Arrived |
| 106 |        722 |  Arrived |
| 106 |       1569 |  Arrived |
| 106 |       9250 |  Arrived |
| 106 |        512 |  Running |
| 107 |        198 |  Arrived |
| 107 |        983 |  Arrived |
| 107 |       2570 |  Arrived |
| 107 |       5988 |  Arrived |
| 107 |        512 |   Exited |
| 108 |        246 |  Arrived |
| 108 |        870 |  Arrived |
| 108 |        957 |  Arrived |
| 108 |       2025 |  Arrived |
| 108 |        565 |  Running |
| 109 |        112 |  Arrived |
| 109 |        273 |  Arrived |
| 109 |        678 |  Arrived |
| 109 |        565 |   Exited |
| 110 |        158 |  Arrived |
| 110 |        420 |  Arrived |
| 110 |        753 |  Arrived |
| 110 |        855 |  Arrived |
| 110 |       3176 |  Arrived |
| 110 |        755 |  Running |
| 111 |        520 |  Arrived |
| 111 |       4654 |  Arrived |
| 111 |       6457 |  Arrived |
| 111 |        755 |   Exited |
| 112 |       2641 |  Arrived |
| 112 |       5686 |  Arrived |
| 112 |       7644 |  Arrived |
| 112 |       2945 |  Running |
| 113 |       7025 |  Arrived |
| 113 |       2945 |   Exited |
| 114 |        812 |  Arrived |
| 114 |       3866 |  Arrived |
| 114 |       6278 |  Arrived |
| 114 |       9376 |  Arrived |
| 114 |       9394 |  Arrived |
| 114 |       3566 |  Running |
| 115 |       1804 |  Arrived |
| 115 |       2559 |  Arrived |
| 115 |       3566 |   Exited |
| 116 |       6915 |  Arrived |
| 116 |       7099 |  Arrived |
| 116 |       8234 |  Arrived |
| 116 |       6974 |  Running |
| 117 |        132 |  Arrived |
| 117 |       1692 |  Arrived |
| 117 |       6974 |   Exited |
| 118 |        175 |  Arrived |
| 118 |        220 |  Arrived |
| 118 |        344 |  Arrived |
| 118 |       6267 |  Arrived |
| 118 |       6328 |  Arrived |
| 118 |       7130 |  Arrived |
| 118 |        175 |  Running |
| 119 |        178 |  Arrived |
| 119 |        576 |  Arrived |
| 119 |       1080 |  Arrived |
| 119 |       1181 |  Arrived |
| 119 |       1953 |  Arrived |
| 119 |        175 |   Exited |
| 120 |        122 |  Arrived |
| 120 |        157 |  Arrived |
| 120 |        161 |  Arrived |
| 120 |        413 |  Arrived |
| 120 |        426 |  Arrived |
| 120 |        442 |  Arrived |
| 120 |       1786 |  Arrived |
| 120 |        220 |  Running |
| 121 |        190 |  Arrived |
| 121 |        252 |  Arrived |
| 121 |        433 |  Arrived |
| 121 |       1370 |  Arrived |
| 121 |       2093 |  Arrived |
| 121 |       6497 |  Arrived |
| 121 |        220 |   Exited |
| 122 |       8774 |  Arrived |
| 122 |        252 |  Running |
| 123 |        172 |  Arrived |
| 123 |        626 |  Arrived |
| 123 |        744 |  Arrived |
| 123 |       1362 |  Arrived |
| 123 |       1914 |  Arrived |
| 123 |       2152 |  Arrived |
| 123 |       2435 |  Arrived |
| 123 |        252 |   Exited |
| 124 |        154 |  Arrived |
| 124 |        163 |  Arrived |
| 124 |        169 |  Arrived |
| 124 |        400 |  Arrived |
| 124 |        791 |  Arrived |
| 124 |       1402 |  Arrived |
| 124 |       2658 |  Arrived |
| 124 |       1953 |  Running |
| 125 |        281 |  Arrived |
| 125 |        416 |  Arrived |
| 125 |       2849 |  Arrived |
| 125 |       8848 |  Arrived |
| 125 |       9448 |  Arrived |
| 125 |       1953 |   Exited |
| 126 |        159 |  Arrived |
| 126 |        183 |  Arrived |
| 126 |        313 |  Arrived |
| 126 |        361 |  Arrived |
| 126 |        652 |  Arrived |
| 126 |        756 |  Arrived |
| 126 |       9488 |  Arrived |
| 126 |       7644 |  Running |
| 127 |        329 |  Arrived |
| 127 |       1026 |  Arrived |
| 127 |       5823 |  Arrived |
| 127 |       7644 |   Exited |
| 128 |       7826 |  Arrived |
| 128 |       7956 |  Running |
| 129 |        136 |  Arrived |
| 129 |        149 |  Arrived |
| 129 |        186 |  Arrived |
| 129 |        210 |  Arrived |
| 129 |        342 |  Arrived |
| 129 |        904 |  Arrived |
| 129 |        932 |  Arrived |
| 129 |       2493 |  Arrived |
| 129 |       3948 |  Arrived |
| 129 |       7956 |   Exited |
| 130 |        155 |  Arrived |
| 130 |        206 |  Arrived |
| 130 |        563 |  Arrived |
| 130 |       1095 |  Arrived |
| 130 |       1272 |  Arrived |
| 130 |       1681 |  Arrived |
| 130 |       1095 |  Running |
| 131 |        151 |  Arrived |
| 131 |       2263 |  Arrived |
| 131 |       5545 |  Arrived |
| 131 |       1095 |   Exited |
| 132 |       1622 |  Arrived |
| 132 |       1884 |  Arrived |
| 132 |       5604 |  Arrived |
| 132 |       6887 |  Arrived |
| 132 |       7098 |  Arrived |
| 132 |       7979 |  Arrived |
| 132 |       9374 |  Arrived |
| 132 |       1681 |  Running |
| 133 |        153 |  Arrived |
| 133 |        204 |  Arrived |
| 133 |        613 |  Arrived |
| 133 |       1032 |  Arrived |
| 133 |       4980 |  Arrived |
| 133 |       9193 |  Arrived |
| 133 |       1681 |   Exited |
| 134 |        167 |  Arrived |
| 134 |        323 |  Arrived |
| 134 |        548 |  Arrived |
| 134 |       1170 |  Arrived |
| 134 |       1288 |  Arrived |
| 134 |       1704 |  Arrived |
| 134 |       2667 |  Arrived |
| 134 |       3381 |  Arrived |
| 134 |        323 |  Running |
| 135 |        150 |  Arrived |
| 135 |        218 |  Arrived |
| 135 |       1000 |  Arrived |
| 135 |       7077 |  Arrived |
| 135 |        323 |   Exited |
| 136 |       4250 |  Arrived |
| 136 |       1288 |  Running |
| 137 |       2851 |  Arrived |
| 137 |       3251 |  Arrived |
| 137 |       3999 |  Arrived |
| 137 |       8484 |  Arrived |
| 137 |       1288 |   Exited |
| 138 |        142 |  Arrived |
| 138 |        311 |  Arrived |
| 138 |       2244 |  Arrived |
| 138 |       5480 |  Arrived |
| 138 |       2851 |  Running |
| 139 |        191 |  Arrived |
| 139 |        208 |  Arrived |
| 139 |        248 |  Arrived |
| 139 |       3010 |  Arrived |
| 139 |       2851 |   Exited |
| 140 |        312 |  Arrived |
